id,summary
1,"카카오뱅크는 모바일 쿠폰 중고거래 플랫폼 기프티스타와 제휴를 맺고 '쿠폰 사고팔기' 서비스를 선보였으며, 누적 가입자수 100만명을 돌파했다."
2,준신위와 협약을 체결한 6개 기업은 권고를 토대로 개선안을 마련해 온 것으로 알려졌으며 준신위 관계자는 카카오와 주요 계열사가 권고에 따라 개선안을 마련해 온 것으로 안다고 설명했다.
3,"KB국민은행과 하나은행이 카카오뱅크와 토스뱅크 지분을 각각 4.88%, 9.26%를 보유하고 있는 것도 이 때문이다. 우리은행은 케이뱅크 지분 12.58%를 보유하고 있다. 케이뱅크 유상증자에 따른 특수한 경우"
4,인터넷은행 3사가 신규 외환 서비스 출시를 준비하고 있다. 토스뱅크가 환전 수수료 제로를 선언한 이후 카카오뱅크도 신규 외환 서비스 출시를 준비하고 있기 때문이다.
5,준신위와 협약을 체결한 6개 사 중 카카오와 카카오
6,카카오뱅크와 케이뱅크는 역대 최대 실적을 기록하며 지방은행과 비슷한 수준의 실적을 기록했다. 새로운 인터넷은행의 출현도 예상된다. 그러나 지방은행과 비슷한 수준의 실적을 기록
7,"카카오그룹은 30대 그룹 중 여성 비율이 가장 높은 그룹으로, 전체 155명 중 여성 임원이 21.3%로 가장 높은 비율을 차지하고 있다."
8,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다."
9,라인의 50% 지분을 보유하고 있는 일본의 소프트뱅크는 네이버에 이어 라인의 지분 확보에 공개적으로 나서 공개적으로 지분 확보에 나선 것이다.
10,"카카오뱅크는 모바일 쿠폰 중고거래 플랫폼 기프티스타와 제휴를 맺고 '쿠폰 사고팔기' 서비스를 선보였으며, 누적 가입자수 100만명을 돌파했다."
11,준신위와 협약을 체결한 6개 기업은 권고를 토대로 개선안을 마련해 온 것으로 알려졌으며 준신위 관계자는 카카오와 주요 계열사가 권고에 따라 개선안을 마련해 온 것으로 안다고 설명했다.
12,"KB국민은행과 하나은행이 카카오뱅크와 토스뱅크 지분을 각각 4.88%, 9.26%를 보유하고 있는 것도 이 때문이다. 우리은행은 케이뱅크 지분 12.58%를 보유하고 있다. 케이뱅크 유상증자에 따른 특수한 경우"
13,인터넷은행 3사가 신규 외환 서비스 출시를 준비하고 있다. 토스뱅크가 환전 수수료 제로를 선언한 이후 카카오뱅크도 신규 외환 서비스 출시를 준비하고 있기 때문이다.
14,준신위와 협약을 체결한 6개 사 중 카카오와 카카오
15,카카오뱅크와 케이뱅크는 역대 최대 실적을 기록하며 지방은행과 비슷한 수준의 실적을 기록했다. 새로운 인터넷은행의 출현도 예상된다. 그러나 지방은행과 비슷한 수준의 실적을 기록
16,"카카오그룹은 30대 그룹 중 여성 비율이 가장 높은 그룹으로, 전체 155명 중 여성 임원이 21.3%로 가장 높은 비율을 차지하고 있다."
17,"은행 자체 캐릭터인 단디, 똑디, 우디와 매일 불입하는 형태의 적금으로 오픈 소식은 DGB대구은행 카카오톡 친구 등록을 통해 가장 먼저 받아볼 수 있다."
18,라인의 50% 지분을 보유하고 있는 일본의 소프트뱅크는 네이버에 이어 라인의 지분 확보에 공개적으로 나서 공개적으로 지분 확보에 나선 것이다.
19,"카카오뱅크는 모바일 쿠폰 중고거래 플랫폼 기프티스타와 제휴를 맺고 '쿠폰 사고팔기' 서비스를 선보였으며, 누적 가입자수 100만명을 돌파했다."
