id,summary
1,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
2,인터넷전문은행이 역대급 실적을 기록한 것은 대출 갈아타기 시장에서 두각을 나타낸 효과로 분석된다. 카카오뱅크와 케이뱅크 등 인터넷전문은행이 역대급 실적을 기록한 것은 대출 갈아타기 시장에서 두각을 나타낸 효과로 분석된다
3,소프트뱅크의 지분 매각 요구 탓에 아시아 지역에서 한국의 카카오톡 같은 사업이 표류하고 있다. 네이버는 일본 사업의 어려움을 극복하기 위해 노력하고 있다.
4,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
5,"인뱅은 신규 고객 유입 등의 효과를 얻었으며, 카카오뱅크와 케이뱅크는 분기 기준 최대 실적을 기록했다. 인뱅 2위 자리를 놓고 카카오뱅크와 케이뱅크가 경쟁을 하고 있다."
6,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
7,인터넷전문은행이 역대급 실적을 기록한 것은 대출 갈아타기 시장에서 두각을 나타낸 효과로 분석된다. 카카오뱅크와 케이뱅크 등 인터넷전문은행이 역대급 실적을 기록한 것은 대출 갈아타기 시장에서 두각을 나타낸 효과로 분석된다
8,소프트뱅크의 지분 매각 요구 탓에 아시아 지역에서 한국의 카카오톡 같은 사업이 표류하고 있다. 네이버는 일본 사업의 어려움을 극복하기 위해 노력하고 있다.
9,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
10,"인뱅은 신규 고객 유입 등의 효과를 얻었으며, 카카오뱅크와 케이뱅크는 분기 기준 최대 실적을 기록했다. 인뱅 2위 자리를 놓고 카카오뱅크와 케이뱅크가 경쟁을 하고 있다."
11,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
12,인터넷전문은행이 역대급 실적을 기록한 것은 대출 갈아타기 시장에서 두각을 나타낸 효과로 분석된다. 카카오뱅크와 케이뱅크 등 인터넷전문은행이 역대급 실적을 기록한 것은 대출 갈아타기 시장에서 두각을 나타낸 효과로 분석된다
13,소프트뱅크의 지분 매각 요구 탓에 아시아 지역에서 한국의 카카오톡 같은 사업이 표류하고 있다. 네이버는 일본 사업의 어려움을 극복하기 위해 노력하고 있다.
14,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
15,"인뱅은 신규 고객 유입 등의 효과를 얻었으며, 카카오뱅크와 케이뱅크는 분기 기준 최대 실적을 기록했다. 인뱅 2위 자리를 놓고 카카오뱅크와 케이뱅크가 경쟁을 하고 있다."
16,카카오뱅크는 연 8%의 높은 금리를 바탕으로 인기를 끌고 시중은행들도 연 7%까지 낮춘 고금리 특판 상품을 출시했다.
