id,summary
1,카카오뱅크가 금융취약계층 지원을 위해 80억원을 출연하여 금융취약계층 지원을 위해 사용된다. 이는 정책서민금융으로 금융취약계층 지원을 위해 사용된다.
2,카카오뱅크는 금융취약계층 지원을 위해 80억원을 출연하고 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 금융취약계층 지원을 위해 사용된다.
3,카카오뱅크가 민생금융지원 자율 프로그램에 참여하기 위해 80억원을 출연한다고 밝혔다. 은행권 서민금융진흥원 출연 협약식에서 이형주 씨가 협약식에 참석하고 있다.
4,카카오뱅크는 금융취약계층 지원을 위해 80억 원을 출연하고 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 금융취약계층 지원을 위해 사용된다.
5,카카오뱅크가 금융취약계층 지원을 위해 80억원을 출연하여 금융취약계층 지원을 위해 사용된다. 이는 정책서민금융 등 금융취약계층 지원을 위해 사용된다.
6,카카오뱅크가 금융취약계층 지원을 위해 80억원을 출연하여 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 금융취약계층 지원을 위해 사용된다.
7,인터넷전문은행 3사의 실적 명암이 뚜렷하게 갈린 가운데 카카오뱅크가 단독 선두로 치고 나가며 독주 체제를 형성했고 케이뱅크는 대규모 충당금을 쌓으며 당기
8,카카오뱅크는 금융취약계층 지원을 위해 정책서민금융 지원을 위해 80억원을 출연한다. 이는 금융취약계층 지원을 위해 정책서민금융을 지원하는 것이다.
9,카카오뱅크는 금융취약계층 지원을 위해 80억 원을 출연하여 금융취약계층 지원을 위해 노력한다.
10,은행권 서민금융진흥원 출연 협약식에서 은행권 최고비즈니스책임자와 카카오뱅크 최고비즈니스책임자가 협약을 체결하고 있다.
11,"은행권 서민금융진흥원 출연 협약식에서 은행연합회 회장, 은행연합회 회장, 은행연합회 원장이 기념촬영을 하고 있다. 은행권 서민금융진흥원 출연 협약식에서 은행연합회 회장, 은행연합회 회장, 은행연합회 원장"
12,카카오뱅크는 금융취약계층 지원을 위해 80억원을 출연하고 정책서민금융 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 정책서민금융은 금융취약계층을 지원하기 위해 보증된다.
13,카카오뱅크는 금융취약계층 지원을 위해 80억 원을 출연하고 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 보증을 통해 금융취약계층을 지원한다.
14,카카오뱅크는 금융취약계층 지원을 위해 80억원을 출연하고 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 금융취약계층 지원을 위해 사용된다.
15,카카오뱅크는 금융취약계층 지원을 위해 80억 원을 출연하고 정책서민금융을 지원한다. 이는 금융취약계층 지원을 위해 사용되며 정책서민금융은 금융취약계층을 지원하기 위해 사용된다.
16,카카오뱅크는 금융취약계층 지원을 위해 80억 원을 출연하고 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 금융취약계층 지원을 위해 사용된다.
17,"은행권 서민금융진흥원 출연 협약식에서 은행연합회 회장, 은행연합회 회장, 은행연합회 원장이 기념촬영을 하고 있다. 은행권 서민금융진흥원 출연 협약식에서 은행연합회 회장과 은행연합회 회장"
18,카카오뱅크가 서민금융진흥원에 80억원을 출연하기로 했으며 이는 햇살론15와 함께 서민금융지원 자율 프로그램에 참여하기 위한 것이다.
19,카카오뱅크는 정책서민금융 상품의 추가적인 공급에 사용될 80억원을 서민금융진흥원에 출연한다고 밝혔다.
20,카카오뱅크는 금융취약계층 지원을 위해 80억원을 출연하고 금융취약계층 지원을 위해 사용된다.
21,"은행권 서민금융진흥원 출연 협약식에서 은행연합회 회장과 은행연합회 최고비즈니스책임자, 은행연합회 회장, 은행연합회 금융위원 등이 참석하여 협약을 체결하였다."
22,"카카오뱅크 최고비즈니스책임자, 조용병 은행연합회장, 이 원장, 이 은행연합원장, 이 은행연합원장, 카카오뱅크 민샘금융지원 자율프로그램 참여를 위해 민샘금융진흥원에 참여"
23,카카오뱅크는 금융취약계층 지원을 위해 80억원을 출연하고 정책서민금융을 지원한다. 이는 금융취약계층 지원을 위해 사용되며 정책서민금융은 금융취약계층을 지원하기 위해 사용된다.
24,은행권 서민금융진흥원 출연 협약식에서 은행연합회 회장과 이 은행연합회 대표가 보증료를 지원하는 협약을 체결했다.
25,카카오뱅크는 금융취약계층 지원을 위해 80억원을 출연하고 금융취약계층 지원을 위해 사용된다. 이는 금융취약계층 지원을 위해 사용되며 금융취약계층 지원을 위해 사용된다.
26,"은행권 서민금융진흥원 출연 협약식에서 카카오뱅크 최고비즈니스책임자와 은행연합회장, 은행연합회장, 이 원장이 기념사진을 촬영하고 있다."
27,"은행권 서민금융진흥원 출연 협약식에서 카카오뱅크 최고비즈니스책임자와 은행연합회 회장, 은행연합회 원장이 은행권 서민금융진흥원 출연 협약식을 했다."
