id,summary
1,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
2,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
3,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
4,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
5,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
6,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
7,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
8,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
9,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
10,"카카오뱅크는 지난 한주간 주간 상승률 1위를 기록했고 그 뒤를 이어 에스엠, 카카오게임즈 종목도 각각 3.71%, 1.69%씩 상승해 주간 상승률"
