Title,Date,Link,Description
국내 브랜드 1위는 '삼성전자'...LG전자 순위↑,"Thu, 23 May 2024 16:47:00 +0900",https://n.news.naver.com/mnews/article/215/0001163278?sid=101,"쿠팡(11위·2조7천280억원)과 카카오뱅크(39위·5천914억원), LG에너지솔루션(43위·5천469억원) 등도 두 자릿수 성장률을 나타내며 브랜드 가치가 올랐다. 올해 50대 브랜드에 새롭게 진입한 곳은 CJ올리브영(33위... "
"[핀테크 &amp; NOW] 토스, 현명한 금융생활 위한 안내서 ‘머니북’ 출간 등","Thu, 23 May 2024 16:46:00 +0900",https://www.ebn.co.kr/news/view/1623902/?sc=Naver,"카카오뱅크, ‘발명의 날 행사’에서 특허청장 표창 수상 카카오뱅크는 ‘제59회 발명의 날 기념식’에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 ‘발명의 날 행사’... "
[오늘의 금융가소식] 토스뱅크 外,"Thu, 23 May 2024 16:44:00 +0900",http://www.betanews.net:8080/article/1467147.html,"◆카카오뱅크, 발명의날 '특허청장 표창' 수상 카카오뱅크(대표이사 윤호영, Daniel)는 ‘제59회 발명의 날 기념식’에서 특허청장 표창을 수상했다고 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는... "
[업앤다운]은행주 하락…·제주은행↑·우리금융↓,"Thu, 23 May 2024 16:42:00 +0900",https://www.nspna.com/news/?mode=view&newsid=699863,71%(60원) 하락해 8450원으로 장을 마감했다. 신한지주는 전거래일 대비 0.63%(300원) 하락해 4만7550원으로 장을 마쳤고 카카오뱅크는 전거래일 대비 0.43%(100원) 내려 2만3200원으로 장을 마쳤다. NSP통신
"카카오뱅크, '기록통장 with NCT WISH' 출시 하루 만에 기부금 1억원 돌파","Thu, 23 May 2024 16:42:00 +0900",http://www.dailyimpact.co.kr/news/articleView.html?idxno=116864,카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫 아티스트 제휴 상품으로 NCT... 
삼성전자 브랜드 가치 109조원 국내 1위…2위는 현대차,"Thu, 23 May 2024 16:42:00 +0900",https://www.ekn.kr/web/view.php?key=20240523029532843,"이밖에 쿠팡(11위·2조7280억원), 카카오뱅크(39위·5914억원), LG에너지솔루션(43위·5469억원) 등도 두 자릿수의 성장률을 기록하며 브랜드 가치가 전년 대비 크게 개선됐다. CJ올리브영(33위·7230억원)과 아성다이소... "
"&quot;국가보훈등록증, 은행서 신분증처럼 활용하세요&quot;","Thu, 23 May 2024 16:40:00 +0900",https://www.ajunews.com/view/20240523163617522,"보훈부는 이번 협약에 참여하지 않은 단위농협, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 추후 해당 서비스를 도입할 예정이라고 덧붙였다. 강정애 보훈부 장관은 “앞으로도 국가보훈등록증을... "
"삼성전자 1위, 현대차 2위 국내 브랜드 가치 3~5위는","Thu, 23 May 2024 16:39:00 +0900",https://n.news.naver.com/mnews/article/241/0003352318?sid=101,"상위 브랜드 중에 현대차와 LG전자 외에도 쿠팡(11위·2조7280억원)과 카카오뱅크(39위·5914억원), LG에너지솔루션(43위·5469억원) 등도 두 자릿수의 성장률을 기록하며 브랜드 가치가 상승했다. CJ올리브영(33위... "
"대한민국 톱50 브랜드 가치 총액 214조, 10년 간 83.2% 상승","Thu, 23 May 2024 16:36:00 +0900",https://www.datanet.co.kr/news/articleView.html?idxno=193802,"카카오뱅크는 26.8% 증가한 5914억 원의 브랜드 가치로 39위에, 2조7280억 원의 브랜드 가치로 24.3%의 성장률을 보인 쿠팡은 11위에 올랐다. 이외에도 현대자동차(2위)가 20.9% 상승한 24조3682억 원의 브랜드 가치를 보유한... "
"[혼라이프 인터뷰] 30대 6년차 자취러 민민, 아주 현실적인 '절약·저축 라이...","Thu, 23 May 2024 16:36:00 +0900",http://www.dailypop.kr/news/articleView.html?idxno=78153,"뱅크 샐러드 앱을 통해 소비 패턴도 틈틈이 체크합니다. 특정 기간 얼마나 소비했는지 앱 푸시로 알려주는데... 적금', '카카오 26주 적금' 등도 함께 들고 있어요. 따로 공부해서 공모주 청약도 돌립니다. 요즘은 공모주... "
삼성전자 브랜드 가치 109조원으로 국내 1위…현대차는 2위,"Thu, 23 May 2024 16:28:00 +0900",https://n.news.naver.com/mnews/article/001/0014704646?sid=101,"상위 브랜드 중에 현대차와 LG전자 외에도 쿠팡(11위·2조7천280억원)과 카카오뱅크(39위·5천914억원), LG에너지솔루션(43위·5천469억원) 등도 두 자릿수의 성장률을 기록하며 브랜드 가치가 상승했다. CJ올리브영(33위... "
"카카오뱅크, ‘기록통장 with NCT WISH’ 출시 하루 만에 기부금 1억원 돌파","Thu, 23 May 2024 16:22:00 +0900",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202405231536312700407,카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 ‘기록통장 with NCT WISH’가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. ‘기록통장 with NCT WISH’는 기록통장의 첫 아티스트 제휴... 
"8개 은행, 대면 금융거래시 보훈등록증 신분증으로 인정","Thu, 23 May 2024 16:18:00 +0900",https://www.cstimes.com/news/articleView.html?idxno=593723,"참여한 금융기관들은 내년까지 시스템을 구축할 예정이다. 보훈부는 이번 협약에 참여하지 않은 단위농협, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 추후 해당 서비스를 도입할 예정이라고 덧붙였다."
"카카오뱅크, '기록통장 with NCT WISH' 출시 하루 만에 1억원 돌파","Thu, 23 May 2024 16:12:00 +0900",https://www.pinpointnews.co.kr/news/articleView.html?idxno=267440,"카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장 with NCT WISH'는 기록통장의 첫 아티스트 제휴 상품으로, NCT... "
"카카오뱅크, '기록통장 NCT WISH' 출시 하루 만에 목표 금액 1억 넘었다","Thu, 23 May 2024 16:05:00 +0900",https://www.psnews.co.kr/news/articleView.html?idxno=2056069,"카카오뱅크. [사진=카카오뱅크] 카카오뱅크(대표이사 윤호영, Daniel)는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. '기록통장... "
"국가보훈등록증, 시중은행 등 금융기관에서 신분증처럼 활용 가능","Thu, 23 May 2024 15:39:00 +0900",https://n.news.naver.com/mnews/article/123/0002334625?sid=101,"참여한 금융기관들은 내년까지 시스템을 구축할 예정이다. 보훈부는 이번 협약에 참여하지 않은 단위농협, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 추후 해당 서비스를 도입할 예정이라고 덧붙였다."
"[Today Bank] KB금융, 2024 상반기 KB스타터스 선정 外","Thu, 23 May 2024 15:38:00 +0900",http://www.press9.kr/news/articleView.html?idxno=59078,"사진/하나은행 ◇카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상 카카오뱅크는 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다. 특허청이 주최하고 한국발명진흥회가 주관하는 발명의 날 행사에서는... "
"8개 은행, 대면 금융거래 시 보훈등록증 신분증으로 인정 추진","Thu, 23 May 2024 15:34:00 +0900",https://www.viva100.com/main/view.php?key=20240523010007108,"보훈부는 이번 협약에 참여하지 않은 단위농협, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 추후 해당 서비스를 도입할 예정이라고 덧붙였다.강은영 기자 eykang@viva100.com국가보훈등록증 이미지. (사진... "
"카카오뱅크, '발명의 날 행사'에서 특허청장 표창 수상","Thu, 23 May 2024 15:32:00 +0900",https://www.khgames.co.kr/news/articleView.html?idxno=228132,카카오뱅크가 '제59회 발명의 날 기념식'에서 특허청장 표창을 수상했다고 5월 23일 밝혔다. 특허청이 주최하고 한국발명진흥회가 주관하는 '발명의 날 행사'에서는 매년 분야별 발명 유공자(기업체 및 연구기관 대표 등)를... 
"카카오뱅크, '발명의 날 행사'서 특허청장 표창 수상","Thu, 23 May 2024 15:28:00 +0900",https://www.ziksir.com/news/articleView.html?idxno=58732,지난 21일 서울 중구 대한상공회의소에서 열린 '발명의 날 기념식'에서 김경화 카카오뱅크 준법감시/법무팀장(오른쪽 두번째)과 김시형 특허청장 직무대리(오른쪽 네번째) 등이 특허청장 표창 수상 이후 기념 촬영을 하고... 
"카뱅, '기록통장 with NCT WISH' 하루 만에 기부금 1억 돌파","Thu, 23 May 2024 15:22:00 +0900",https://www.ziksir.com/news/articleView.html?idxno=58737,카카오뱅크는 SM엔터테인먼트와 손잡고 선보인 '기록통장 with NCT WISH'가 출시 하루 만에 기부금 목표 금액인 1억원을 돌파했다고 23일 밝혔다. 앞서 카카오뱅크는 응원의 마음을 담은 저축 취지를 살려 '기록통장... 
"카카오뱅크, ‘발명의 날’ 특허청장 표창 수상","Thu, 23 May 2024 15:22:00 +0900",https://www.cnbnews.com/news/article.html?no=661038,지난 21일 서울 중구 대한상공회의소에서 열린 '발명의 날 기념식'에서 김경화 카카오뱅크 준법감시/법무팀장(오른쪽 두 번째)과 김시형 특허청장 직무대리(오른쪽 네 번째) 등이 특허청장 표창 수상 이후 기념촬영을 하고... 
"&quot;국가보훈등록증, 은행 등에서 신분증처럼 활용하세요~&quot;","Thu, 23 May 2024 15:19:00 +0900",https://n.news.naver.com/mnews/article/014/0005189447?sid=100,"이들 외에도 농협은행, 부산은행, 카카오뱅크, 광주은행, 토스뱅크, 우정사업본부도 국가보훈등록증 진위확인 서비스를 제공할 계획이다. 또한 협약에 참여한 금융서비스 기관들은 올해 또는 내년까지 진위확인 서비스... "
