id,summary
1,대구은행은 비대면 인터넷전문은행들이 급성장한 만큼 iM뱅크 고도화에 주력할 것으로 보이며 올 1분기 기준 카카오뱅크는 역대 최대인 1112억원의
2,케이뱅크와 카카오뱅크가 역대 최대 실적을 기록하며 실적 경쟁을 하고 있다.
3,카카오뱅크는 플랫폼을 통한 성장에 대한 기대치로 고평가를 받고 있지만 수익의 성장성이 기대에 미치지 못하고 있어 유지될 수 있을지
4,케이뱅크는 인터넷전문은행 3사 중 상대적으로 부진한 실적을 기록했지만 최우형 케이뱅크 행장 취임 후 역대급 실적을 받으며 향후 IPO 등 다양한 분야에서 실적 개선이 기대된다.
5,플랫폼 비즈니스의 본격적인 성장이 향후 카카오뱅크 수익 성장을 견인할 것으로 예상한다.
6,"디지털 혁신 관련 사업은 23곳이 담당하며 계열사로 포함된 곳은 이케이게임즈 1곳뿐이다. 디지털 혁신 관련 사업은 카카오페이, 카카오뱅크, 카카오모빌리티 등 23곳이 담당하며 이케이"
7,"경북 울진군은 군청 대회의실에서 혁신 아이디어 뱅크 발대식을 개최하여 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘기깃거리를 알려주었다."
8,"네이버페이 등 금융사들이 주택담보대출 비교 서비스를 등에 업으며 빠르게 성장하고 있다. 현재 네이버페이 '주택담보대출 갈아타기' 서비스에 제휴된 금융사는 케이뱅크, 하나은행, 광주은행"
9,"카카오페이, 카카오뱅크, 카카오모빌리티, 카카오스타일 등이 포함되며 카카오모빌리티가 산하에 두고 있는 택시업체 11곳도 포함된다. 카카오브레인의 주요 사업을 넘겨 받는 등 계열사 간 통합을"
10,"인터넷은행 3사 중 실적이 부진했던 케이뱅크가 역대 최대 실적을 기록하며 회생에 성공했다. 고객수, 여수신 모두 성장하면서 순익은 증가했다."
11,대구은행은 비대면 인터넷전문은행들이 급성장한 만큼 iM뱅크 고도화에 주력할 것으로 보이며 올 1분기 기준 카카오뱅크는 역대 최대인 1112억원의
12,케이뱅크와 카카오뱅크가 역대 최대 실적을 기록하며 실적 경쟁을 하고 있다.
13,카카오뱅크는 플랫폼을 통한 성장에 대한 기대치로 고평가를 받고 있지만 수익의 성장성이 기대에 미치지 못하고 있어 유지될 수 있을지
14,케이뱅크는 인터넷전문은행 3사 중 상대적으로 부진한 실적을 기록했지만 최우형 케이뱅크 행장 취임 후 역대급 실적을 받으며 향후 IPO 등 다양한 분야에서 실적 개선이 기대된다.
15,플랫폼 비즈니스의 본격적인 성장이 향후 카카오뱅크 수익 성장을 견인할 것으로 예상한다.
16,"디지털 혁신 관련 사업은 23곳이 담당하며 계열사로 포함된 곳은 이케이게임즈 1곳뿐이다. 디지털 혁신 관련 사업은 카카오페이, 카카오뱅크, 카카오모빌리티 등 23곳이 담당하며 이케이"
17,"경북 울진군은 군청 대회의실에서 혁신 아이디어 뱅크 발대식을 개최하여 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘기깃거리를 알려주었다."
18,"네이버페이 등 금융사들이 주택담보대출 비교 서비스를 등에 업으며 빠르게 성장하고 있다. 현재 네이버페이 '주택담보대출 갈아타기' 서비스에 제휴된 금융사는 케이뱅크, 하나은행, 광주은행"
19,"카카오페이, 카카오뱅크, 카카오모빌리티, 카카오스타일 등이 포함되며 카카오모빌리티가 산하에 두고 있는 택시업체 11곳도 포함된다. 카카오브레인의 주요 사업을 넘겨 받는 등 계열사 간 통합을"
20,"인터넷은행 3사 중 실적이 부진했던 케이뱅크가 역대 최대 실적을 기록하며 회생에 성공했다. 고객수, 여수신 모두 성장하면서 순익은 증가했다."
21,대구은행은 비대면 인터넷전문은행들이 급성장한 만큼 iM뱅크 고도화에 주력할 것으로 보이며 올 1분기 기준 카카오뱅크는 역대 최대인 1112억원의
22,케이뱅크와 카카오뱅크가 역대 최대 실적을 기록하며 실적 경쟁을 하고 있다.
23,카카오뱅크는 플랫폼을 통한 성장에 대한 기대치로 고평가를 받고 있지만 수익의 성장성이 기대에 미치지 못하고 있어 유지될 수 있을지
24,케이뱅크는 인터넷전문은행 3사 중 상대적으로 부진한 실적을 기록했지만 최우형 케이뱅크 행장 취임 후 역대급 실적을 받으며 향후 IPO 등 다양한 분야에서 실적 개선이 기대된다.
25,플랫폼 비즈니스의 본격적인 성장이 향후 카카오뱅크 수익 성장을 견인할 것으로 예상한다.
