id,summary
1,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
2,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
3,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
4,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
5,8년차를 맞은 카카오뱅크 대표이사 윤 씨의 성적표는 파죽지세이다. 혁신으로 금융 메기를 자처했던 카카오뱅크는 2023년에도 소비자 친화적인 상품과
6,은행 자유 적립식 적금 상품 트렌드 지수에서 카카오뱅크 자유 적금이 1위를 차지했다. 키워드 검색량과 구글 트렌드를 반영한 것으로 분석된다.
7,"뱅크온 사업부와 LG유플러스에서 기술 개발 실무를 총괄하는 최고기술책임자(CTO)는 각각 박순영 카카오모빌, 박순영 카카오"
8,"한국기업평판연구소가 인터넷 전문은행 브랜드평판 2024년 4월 빅데이터를 분석한 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 분석되었다."
9,"인터넷 전문은행 브랜드평판 빅데이터 분석 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 조사되었다. 한국기업평판연구소는 인터넷 전문은행 브랜드에 대한 관심과 신뢰도를 높이기 위해 다양한 노력을 하고 있다"
10,카카오톡은 사회 인프라로 2016년 일본 도쿄와 미국 뉴욕에 동시 상장했고 2019년 소프트뱅크와 경영 통합을 선언하고 2021년 합작회사인...
11,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
12,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
13,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
14,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
15,8년차를 맞은 카카오뱅크 대표이사 윤 씨의 성적표는 파죽지세이다. 혁신으로 금융 메기를 자처했던 카카오뱅크는 2023년에도 소비자 친화적인 상품과
16,은행 자유 적립식 적금 상품 트렌드 지수에서 카카오뱅크 자유 적금이 1위를 차지했다. 키워드 검색량과 구글 트렌드를 반영한 것으로 분석된다.
17,"뱅크온 사업부와 LG유플러스에서 기술 개발 실무를 총괄하는 최고기술책임자(CTO)는 각각 박순영 카카오모빌, 박순영 카카오"
18,"한국기업평판연구소가 인터넷 전문은행 브랜드평판 2024년 4월 빅데이터를 분석한 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 분석되었다."
19,"인터넷 전문은행 브랜드평판 빅데이터 분석 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 조사되었다. 한국기업평판연구소는 인터넷 전문은행 브랜드에 대한 관심과 신뢰도를 높이기 위해 다양한 노력을 하고 있다"
20,카카오톡은 사회 인프라로 2016년 일본 도쿄와 미국 뉴욕에 동시 상장했고 2019년 소프트뱅크와 경영 통합을 선언하고 2021년 합작회사인...
21,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
22,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
23,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
24,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
25,8년차를 맞은 카카오뱅크 대표이사 윤 씨의 성적표는 파죽지세이다. 혁신으로 금융 메기를 자처했던 카카오뱅크는 2023년에도 소비자 친화적인 상품과
26,은행 자유 적립식 적금 상품 트렌드 지수에서 카카오뱅크 자유 적금이 1위를 차지했다. 키워드 검색량과 구글 트렌드를 반영한 것으로 분석된다.
27,"뱅크온 사업부와 LG유플러스에서 기술 개발 실무를 총괄하는 최고기술책임자(CTO)는 각각 박순영 카카오모빌, 박순영 카카오"
28,"한국기업평판연구소가 인터넷 전문은행 브랜드평판 2024년 4월 빅데이터를 분석한 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 분석되었다."
29,"인터넷 전문은행 브랜드평판 빅데이터 분석 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 조사되었다. 한국기업평판연구소는 인터넷 전문은행 브랜드에 대한 관심과 신뢰도를 높이기 위해 다양한 노력을 하고 있다"
30,카카오톡은 사회 인프라로 2016년 일본 도쿄와 미국 뉴욕에 동시 상장했고 2019년 소프트뱅크와 경영 통합을 선언하고 2021년 합작회사인...
31,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
32,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
33,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
34,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
35,8년차를 맞은 카카오뱅크 대표이사 윤 씨의 성적표는 파죽지세이다. 혁신으로 금융 메기를 자처했던 카카오뱅크는 2023년에도 소비자 친화적인 상품과
36,은행 자유 적립식 적금 상품 트렌드 지수에서 카카오뱅크 자유 적금이 1위를 차지했다. 키워드 검색량과 구글 트렌드를 반영한 것으로 분석된다.
37,"뱅크온 사업부와 LG유플러스에서 기술 개발 실무를 총괄하는 최고기술책임자(CTO)는 각각 박순영 카카오모빌, 박순영 카카오"
38,"한국기업평판연구소가 인터넷 전문은행 브랜드평판 2024년 4월 빅데이터를 분석한 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 분석되었다."
39,"인터넷 전문은행 브랜드평판 빅데이터 분석 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 조사되었다. 한국기업평판연구소는 인터넷 전문은행 브랜드에 대한 관심과 신뢰도를 높이기 위해 다양한 노력을 하고 있다"
40,카카오톡은 사회 인프라로 2016년 일본 도쿄와 미국 뉴욕에 동시 상장했고 2019년 소프트뱅크와 경영 통합을 선언하고 2021년 합작회사인...
41,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
42,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
43,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
44,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
45,8년차를 맞은 카카오뱅크 대표이사 윤 씨의 성적표는 파죽지세이다. 혁신으로 금융 메기를 자처했던 카카오뱅크는 2023년에도 소비자 친화적인 상품과
46,은행 자유 적립식 적금 상품 트렌드 지수에서 카카오뱅크 자유 적금이 1위를 차지했다. 키워드 검색량과 구글 트렌드를 반영한 것으로 분석된다.
47,"뱅크온 사업부와 LG유플러스에서 기술 개발 실무를 총괄하는 최고기술책임자(CTO)는 각각 박순영 카카오모빌, 박순영 카카오"
48,"한국기업평판연구소가 인터넷 전문은행 브랜드평판 2024년 4월 빅데이터를 분석한 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 분석되었다."
49,"인터넷 전문은행 브랜드평판 빅데이터 분석 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 조사되었다. 한국기업평판연구소는 인터넷 전문은행 브랜드에 대한 관심과 신뢰도를 높이기 위해 다양한 노력을 하고 있다"
50,카카오톡은 사회 인프라로 2016년 일본 도쿄와 미국 뉴욕에 동시 상장했고 2019년 소프트뱅크와 경영 통합을 선언하고 2021년 합작회사인...
51,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
52,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
53,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
54,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
55,8년차를 맞은 카카오뱅크 대표이사 윤 씨의 성적표는 파죽지세이다. 혁신으로 금융 메기를 자처했던 카카오뱅크는 2023년에도 소비자 친화적인 상품과
56,은행 자유 적립식 적금 상품 트렌드 지수에서 카카오뱅크 자유 적금이 1위를 차지했다. 키워드 검색량과 구글 트렌드를 반영한 것으로 분석된다.
57,"뱅크온 사업부와 LG유플러스에서 기술 개발 실무를 총괄하는 최고기술책임자(CTO)는 각각 박순영 카카오모빌, 박순영 카카오"
58,"한국기업평판연구소가 인터넷 전문은행 브랜드평판 2024년 4월 빅데이터를 분석한 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 분석되었다."
59,"인터넷 전문은행 브랜드평판 빅데이터 분석 결과, 케이뱅크 카카오뱅크 토스뱅크 순으로 조사되었다. 한국기업평판연구소는 인터넷 전문은행 브랜드에 대한 관심과 신뢰도를 높이기 위해 다양한 노력을 하고 있다"
60,카카오톡은 사회 인프라로 2016년 일본 도쿄와 미국 뉴욕에 동시 상장했고 2019년 소프트뱅크와 경영 통합을 선언하고 2021년 합작회사인...
61,카카오뱅크가 만 7세 이하 청소년 대상의 '미니 카드' 이용 한도를 하향 조정하기로 했습니다. 해당 카드는 만 7세 이하 청소년 대상으로 만 7세 미만 카드로 구성되어 있습니다.
62,"최고기술책임자(CTO)는 카카오모빌리티 개발자가 내정되었고, 현 부사장은 뱅크온 사업부와 서비스개발실장을 담당했다."
63,"카카오뱅크는 2023년 역대급 성장세를 보이며 사상 최고 실적을 기록했다. 2022년 영업수익 1조6058억원, 영업이익 3532억원, 당기"
64,카카오뱅크 재직 당시 주식선택매수권을 대량으로 행사해 '먹튀 논란'을 빚었던 정규돈 최고기술책임자(CTO)를 선임한 것에 대해 카카오 준신위는 경영진 평판
