id,summary
1,카카오뱅크는 역대 최대 실적을 기록하며 1분기 당기 이익이 1112억원으로 증가했다. 이는 역대 최대 실적이며 카카오뱅크 관계자는 역대 최대 실적을 기록한 것은 역대 최대 실적이라고 설명했다.
2,인터넷전문은행 카카오뱅크가 주택담보대출 시장 점유율을 확대하면서 역대 최대 실적을 냈다. 1분기 순이익이 1년만에 9.1% 늘어
3,"대출 갈아타기 인기로 주담대 점유율 31%, 전월세보증금 점유율 46% 요구불예금도 역대 최대 증가 폭 인터넷전문은행 카카오뱅크 등 인터넷 전문은행 등 대출 시장 점유율 증가 추세"
4,"카카오뱅크는 분기 역대 최대 실적을 기록했고, 카카오페이는 적자의 늪을 뚫고 흑자전환에 성공했다. 카카오뱅크, 2400만 고객"
5,카카오뱅크의 1분기 실적은 분기 기준으로 역대 최대 실적이며 분기 기준으로 역대 최대 실적이다. 분기 기준으로 역대 최대 실적이며 분기 기준으로 역대 최대 실적이다.
6,카카오뱅크는 2024년 1분기 실적발표를 통해 분기 기준 역대 최대 실적을 기록했다. 카카오뱅크 관계자는 지속적이고 안정적인 실적을 통해 실적 개선을 기대하고 있다
7,"카카오뱅크는 지난 1분기 실적이 분기 단위 역대 최대 규모로 집계되었다. 이는 직전 분기 대비 93억원 증가한 수치로, 분기 단위 역대 최대 규모이다."
8,카카오뱅크는 2020년 대비 2020년 대비 20% 감소한 2020년 대비 10% 초반의 성장 목표치를 제시했다. 김 COO는 2020년 대비 2020년 대비 20
9,인터넷전문은행 카카오뱅크가 주택담보대출 시장 점유율을 확대하면서 역대 최대 실적을 냈다. 카카오뱅크는 1분기 순이익이 사상 최대를 기록했다.
10,인터넷전문은행 카카오뱅크가 역대 최대 실적을 기록하여 지방은행들을 모두 따돌릴 수 있을 것으로 관측된다. 그러나 지역에 국한된 영업을 할 수밖에 없다.
11,카카오뱅크는 각종 비용으로 시중은행들이 뒷걸음질 칠 동안 주택담보대출 갈아타기 시장 내에서 최대 분기 실적을 경신했다.
12,카카오뱅크는 1분기 1112억 원의 당기 이익을 기록하며 영업이익은 1484억 원으로 증가했다. 신규 고객 지속 유입 및 트래픽 증가로 인한 신규 고객 유입 증가가 주요 요인이다.
13,카카오뱅크는 2024년 1분기 실적발표를 통해 1분기 당기 이익이 9.1% 증가하고 수신 
14,"카카오뱅크는 분기 기준 역대 최대 실적을 기록하며 주택담보대출 시장 점유율을 확대했다. 이는 카카오뱅크의 분기 기준 역대 최대 실적으로, 이는 분기 기준 역대 최대 실적이다."
15,카카오뱅크는 분기 기준 최대 실적을 기록하며 분기 기준 최대 실적을 기록했다. 이는 낮은 금리를 바탕으로 한 낮은 금리 정책으로 인한 것으로 보인다.
16,인터넷전문은행 카카오뱅크가 주택담보대출 시장 점유율을 확대하면서 역대 최대 실적을 냈는데 분기 기준으로 1분기 실적이 1천112억 원으로 집계
17,카카오뱅크는 분기 기준 사상 최대 당기 이익을 기록하며 지방금융지주인 DGB금융지주의 이익에 버금가는 수준을 기록했다.
18,인터넷전문은행 카카오뱅크가 분기 단위 역대 최대 실적을 기록하며 분기 단위 역대 최대 실적 기록을 갱신했다. 주택담보대출을 중심으로 성장하고 수신도 저원가성예금 비중이 증가하고 있다.
19,인터넷전문은행인 카카오뱅크는 온라인 원스톱 대환대출 인프라 출시 효과로 인해 사상 최대 실적을 냈다. 온라인 원스톱 대환대출 인프라 출시 효과로 인해 시중은행에서 갈아타기 한 고객이 급증하면서
20,인터넷전문은행 카카오뱅크가 주택담보대출 갈아타기 서비스 등에서 시장 점유율을 확대하면서 역대 최대 실적을 냈다. 분기 기준으로 가장 많으며 분기 기준으로 가장 많은 이익을 냈다.
21,"인터넷전문은행 카카오뱅크가 주택담보대출 시장 점유율을 확대한 것이 영향을 미쳐 역대 최대 실적을 기록했다. 공시를 보면, 1분기"
22,카카오뱅크는 분기 기준 역대 최대 실적을 기록하며 분기 기준 역대 최대 실적을 기록했다. 카카오뱅크는 대환대출 경쟁에서 경쟁력을 확보하며 실적을 견인하고 있다.
23,카카오뱅크는 대환대출의 승자로 평가받으며 분기 기준으로 역대 최대 실적을 냈다. 이는 분기 기준으로 역대 최대 실적을 낸 것으로 공시되었다.
24,카카오뱅크는 지난 분기 대비 9.1% 증가한 당기 이익을 기록했다. 고객 수는 2356만명을 기록했다. 지난 분기에만 고객 수가 증가한 것이다.
25,인터넷전문은행 카카오뱅크가 주택담보대출 시장 점유율을 확대하면서 역대 최대 실적을 냈다. 카카오뱅크는 1분기 순이익이 역대 최대 실적을 냈다.
26,카카오뱅크는 순이자마진(NIM)을 50bp 격차를 유지하는 것을 목표로 한다고 밝혔다. NIM은 은행의 핵심 수익 지표로 2024년 1분기 실적발표 설명회에서
27,카카오뱅크는 ELS 및 PF 등으로 인해 실적이 부진한 시중은행들과 대비되는 역대 최대 당기 이익을 달성했다. 특히 DGB금융과 어깨를 나란히 하는 수준이다.
28,카카오뱅크는 수신과 플랫폼 수익 등 전 부문에서 고른 성장을 이뤄냈다. 지속적인 소비자 유입과 경쟁력 있는 수신을 통해 성장을 이뤄냈다.
29,카카오뱅크는 분기 기준 역대 최대 실적을 기록하며 분기 기준 역대 최대 실적을 달성했다. 카카오뱅크 관계자는 분기 기준 역대 최대 실적을 달성한 것은 카카오뱅크의 실적 개선 노력의 일환이라고 설명했다.
30,"카카오뱅크는 주택담보대출 대환에 힘입어 1분기 실적이 좋은 실적을 보였고, 이는 분기 기준 역대 최대 실적이다."
31,카카오뱅크는 1분기 당기 이익이 1112억 원을 기록하여 분기 기준 역대 최대 실적을 기록했다.
32,카카오뱅크는 지속적인 고객 유입 및 트래픽 확대를 기반으로 수신과 여신 그리고 수수료 및 플랫폼 수익 등 전 부문의 고른 성장을 이뤄냈다.
33,인터넷전문은행 카카오뱅크가 주택담보대출 시장 점유율을 확대하면서 역대 최대 실적을 냈다. 분기 기준으로 가장 많은 분기 기준 실적을 냈으며 분기 기준으로 가장 많은 분기 실적을 냈다.
34,"카카오뱅크의 1분기 당기 이익은 1112억원, 수신 "
35,카카오뱅크는 여·수신 증가에 따른 이자이익과 플랫폼 수수료 등 비이자이익의 고른 성장이 실적 증가로 이어져 역대 최대 실적을 달성했다.
36,"카카오뱅크는 1분기 실적이 분기 기준 최대 규모로 분기 기준 최대 규모의 실적을 기록했다. 이는 전 분기 대비 약 9.1%, 전 분기 대비로는 약 46.9% 성장한 수치이다."
37,카카오뱅크는 고객 확대를 기반으로 실적과 포용금융 모두 잡았다. 2024년 1분기 경영 실적 발표를 열고
38,카카오뱅크는 1분기 1천112억원의 실적을 기록하며 분기 기준 역대 최대의 실적을 기록했습니다. 온라인 대환대출 경쟁에서 주택담보대출 시장 점유율을 확대했습니다.
39,카카오뱅크는 ELS 손실이나 PF 부실에 따른 비용 부담에서 벗어나 역대 최대 이익을 달성했다. 이는 은행권의 실적을 갉아 먹
