id,summary
1,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다. 사진=카카오뱅크
2,네이버는 소프트뱅크와의 협상에서 일본 사업을 포기하더라도 제3국의 사업은 챙겨야 한다는 차선책을 제시했다. 아시아 지역에서는 한국의 카카오톡 같은 간판을 보여주었다.
3,카카오뱅크는 기록 통장 with NCT WISH를 출시하여 기록 습관을 통해 목표를 달성하고 기록 습관을 형성할 수 있는 상품이다.
4,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
5,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 2023년 4월 첫 출시된 기록 통장은 가장 사랑하는 순간의 기록을 담고 있다.
6,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
7,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 많은 순간의 기록을 저장할 수 있는 상품으로 가장 많은 순간의 기록을 저장
8,카카오뱅크는 가장 사랑하는 대상과의 의미있는 기록을 저장할 수 있는 기록 통장 상품인 ‘기록 통장 with NCT WISH’를 출시한다고 밝혔다.
9,카카오뱅크는 다양한 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
10,카카오뱅크는 기록 습관을 위한 콘텐츠를 제공하는 기록 습관 with NCT WISH를 출시한다. 이는 모은 기록을 통해 특정 행동을 할 수 있는 콘텐츠를 제공한다.
11,카카오뱅크는 2023년 4월 첫 선을 보인 기록 통장 with NCT WISH를 출시한다고 밝혔다. 2023년 4월 첫 선을 보인
12,카카오뱅크는 가장 사랑하는 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
13,카카오뱅크는 기록 통장 첫 번째 제휴 상품으로 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 기록 통장은 모으고 규칙을 통해 편리하게 저축하고 순간을 기록하는 상품이다.
14,카카오뱅크는 다양한 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
15,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 대상과의 의미있는 순간마다 모으기 규칙을 통해
16,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
17,카카오뱅크는 다양한 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
18,카카오뱅크는 기록 통장의 첫 번째 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 대상과의 의미 있는 의미 있는 기록 
19,카카오뱅크는 기록 통장 with NCT WISH를 출시하여 가장 사랑하는 대상과의 의미있는 순간마다 모으고 규칙을 통해 편리하게 저축하고 저금 순간을 기록한다.
20,카카오뱅크는 다양한 순간의 기록을 담고 저축할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'로 함께 저축한다.
21,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
22,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
23,카카오뱅크는 다양한 순간의 기록을 모아 저축할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다.
24,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 위드 엔시티 위시'를 출시한다고 밝혔다. 이는 기록 통장의 첫 번째 상품으로 의미있는 순간마다 모으는 것을 목표로 한다.
25,카카오뱅크는 26주 적금 등 획기적인 수신상품을 출시하며 업계에서 반향을 일으켜 왔으며 다양한 제휴사 확장으로 또 한번 성장을 노린다.
26,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 기록 통장은 편리하게 저축하고 기록할 수 있는 상품이다.
27,"카카오뱅크는 기록 기록 보관 및 관리가 가능한 기록 통장 with NCT WISH를 출시한다고 밝혔다. 이는 기록 보관 및 관리가 가능하며, 편리한 보관 및 관리가 가능하다."
28,카카오뱅크는 SM과 손잡고 기록 상품인 NCT WISH를 출시한다고 밝혔다. 가장 먼저 출시된 기록 상품은 가장 먼저 출시된 기록 상품보다 더 많은 데이터를 확보할 수 있는 장점이 있다.
29,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
30,카카오뱅크는 다양한 순간의 기록을 모아 저축할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
31,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 2023년 4월 첫 선을 보인 기록 통장은 가장 사랑하는
32,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
33,카카오뱅크는 다양한 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
34,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
35,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
36,카카오뱅크는 다양한 순간의 기록을 모아 저축할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
37,카카오뱅크는 SM 엔터테이먼트와 협업하여 기록 관리 시스템을 구축하고 SM 엔터테이먼트 소속 아티스트들과 협업하여 기록 관리 시스템을 구축하였다.
38,카카오뱅크는 기록 통장의 첫 번째 상품인 '기록 통장 with NCT WISH'를 출시한다. 가장 사랑하는 대상과의 의미 있는 기록을 담고 있다.
39,"카카오뱅크는 SM 엔터테이먼트와 함께 기록 통장 with NCT WISH를 출시하고, SM 엔터테이먼트와 함께 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠 콘텐츠"
40,카카오뱅크와 케이뱅크는 분기 최대 실적을 기록하면서 인터넷전문은행들의 빠른 성장세가 이어지고 있다. 하나금융지주의 분기보고서에 따르면 토스뱅크는 1분기 수익 4269억9400만
41,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
42,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 대상과의 의미있는 순간마다 모으기 규칙을 통해
43,카카오뱅크는 상승률이 가장 높았고 JB금융지주는 상승률이 가장 낮았다. 반면 카카오뱅크는 상승률이 가장 높았고 JB금융지주는 상승률이 가장 낮았다.
44,카카오뱅크는 다양한 순간의 기록을 모아 저축할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다.
45,카카오뱅크는 다양한 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
46,카카오뱅크는 가장 사랑하는 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
47,"카카오뱅크는 인도네시아 슈퍼뱅크가 디지털 뱅킹 서비스를 제공할 계획인 반면, 토스뱅크를 운영하는 비바리퍼블리카는 베트남과 동남아시아 법인을 청산한 것으로 나타났다."
48,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 많은 순간의 기록을 저장할 수 있는 상품으로 가장 많은 순간의 기록을 저장
49,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 엔시티 위시를 출시한다고 밝혔다. 이는 카카오뱅크가 2015년 4월 출시한 첫 번째 상품이다.
50,KT 컨소시엄 주도로 2017년 4월 국내 최초 인터넷전문은행으로 K뱅크가 설립된 후 카카오뱅크와 경쟁을 하고 있다. K뱅크는 KT K뱅크는 KT K뱅크는 KT K뱅크
51,1위 인터넷은행 카카오뱅크와 비교하면 뒤지지만 3위 인터넷은행인 토스뱅크의 900만명보다는 앞서지만 케이뱅크의 상황은 쉽지 않다.
52,"카카오뱅크와 케이뱅크는 분기 최대 실적을 기록하며 인터넷전문은행들의 빠른 성장세를 보여주고 있다. 토스뱅크는 1분기 수익 4269억9400만 원, 당기"
53,"카카오뱅크와 케이뱅크는 모두 성장세를 보이며 역대 최대 분기 실적을 기록했다. 카카오뱅크의 1분기 실적은 1112억원, 케이뱅크는 1112억원이다."
54,소비자 민원 분석 결과 토스뱅크는 카카오뱅크와 케이뱅크를 제치고 최고점을 달성했다. 토스뱅크는 경쟁사를 제치고 최고점을 달성했다.
55,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다. 사진=카카오뱅크
56,네이버는 소프트뱅크와의 협상에서 일본 사업을 포기하더라도 제3국의 사업은 챙겨야 한다는 차선책을 제시했다. 아시아 지역에서는 한국의 카카오톡 같은 간판을 보여주었다.
57,카카오뱅크는 기록 통장 with NCT WISH를 출시하여 기록 습관을 통해 목표를 달성하고 기록 습관을 형성할 수 있는 상품이다.
58,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
59,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 2023년 4월 첫 출시된 기록 통장은 가장 사랑하는 순간의 기록을 담고 있다.
60,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 사랑하는 순간의 기록을 담고 저축할 수 있는 상품이다.
61,카카오뱅크는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다. 가장 많은 순간의 기록을 저장할 수 있는 상품으로 가장 많은 순간의 기록을 저장
62,카카오뱅크는 가장 사랑하는 대상과의 의미있는 기록을 저장할 수 있는 기록 통장 상품인 ‘기록 통장 with NCT WISH’를 출시한다고 밝혔다.
63,카카오뱅크는 다양한 순간의 기록을 저장할 수 있는 기록 통장의 첫 번째 아티스트 제휴 상품인 '기록 통장 with NCT WISH'를 출시한다고 밝혔다.
64,카카오뱅크는 기록 습관을 위한 콘텐츠를 제공하는 기록 습관 with NCT WISH를 출시한다. 이는 모은 기록을 통해 특정 행동을 할 수 있는 콘텐츠를 제공한다.
